"'TEA,BREWED,PREP W/DISTILLED H2O                                            '"
"'TEA,HERB,CHAMOMILE,BREWED                                                  '"
"'TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE                                    '"
"'TEA,TUNDRA,HERB & LABORADOR COMBINATION (ALASKA NATIVE)                    '"
"'APPLE CIDER-FLAVORED DRK,PDR,LO CAL,W/ VIT C,PREP                          '"
"'COFFEE,BREWED,ESPRESSO,REST-PREP                                           '"
"'COFFEE,INST,REG,PREP W/H2O                                                 '"
"'COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O                                   '"
"'LEMONADE,LO CAL,W/ASPRT,PDR,PREP W/H2O                                     '"
"'TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PREP                          '"
"'CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF                                  '"
"'CLAM,MXD SP,CND,LIQ                                                        '"
"'SOUP,BF BROTH,CUBED,PREP W/H2O                                             '"
"'BUTTERBUR,CANNED                                                           '"
"'COFFEE,INST,W/CHICORY,PREP W/H2O                                           '"
"'Soup, Swanson chickne broth                                                '"
"'SOUP,CHICK BROTH CUBES,DEHYD,PREP W/H2O                                    '"
"'ENG DRK,RED BULL,SGR FR,W/ ADD CAFF,NAICN,PANTO,VIT B6 & B12               '"
"'QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED               '"
"'COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O                                       '"
"'WINE,NON-ALCOHOLIC                                                         '"
"'SOUP,BF BROTH OR BOUILLON CND,RTS                                          '"
"'SOUP,CHICK BROTH,CND,LESS/REDUCED NA                                       '"
"'SOUP,CAMPBELL,HEALTHY REQUEST CHICK BROTH,CND,RTS                          '"
"'SOUP,CONSOMME W/GELATIN,DEHYD,PREP W/H2O                                   '"
"'SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O                                   '"
"'BUTTERBUR,CKD,BLD,DRND,WO/SALT                                             '"
"'BUTTERBUR,CKD,BLD,DRND,W/SALT                                              '"
"'KRAFT,JELLO SGR FR LO CAL GELATIN SNACKS STRAWBERRY,W/ A                   '"
"'SOUP,CHICK BROTH OR BOUILLON,DEHYD,PREP W/H2O                              '"
"'FLUID REPLCMNT,ELECTROLYTE SOLN (INCLUDE PEDIALYTE)                        '"
"'SOUP,ESCAROLE,CND,RTS                                                      '"
"'SAUCE,RTS,PEPPER OR HOT                                                    '"
"'SOUP,ONION,DEHYD,PREP W/H2O                                                '"
"'TARO SHOOTS,RAW                                                            '"
"'WATERCRESS,RAW                                                             '"
"'BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT                                          '"
"'WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT                    '"
"'PICKLES,CUCUMBER,SOUR                                                      '"
"'PICKLES,CUCUMBER,SOUR,LO NA                                                '"
"'SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD                                       '"
"'PECTIN,LIQUID                                                              '"
"'SAUCE,RTS,PEPPER,TABASCO                                                   '"
"'SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/EQ VOLUME H2O,COMM                  '"
"'BAMBOO SHOOTS,CKD,BLD,DRND,WO/SALT                                         '"
"'CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,WO/SALT                            '"
"'CUCUMBER,PEELED,RAW                                                        '"
"'NEW ZEALAND SPINACH,CKD,BLD,DRND,WO/SALT                                   '"
"'BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL                              '"
"'CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT                             '"
"'NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT                                    '"
"'PICKLES,CUCUMBER,DILL OR KOSHER DILL                                       '"
"'CABBAGE,NAPA,COOKED                                                        '"
"'SOUP,STOCK,BEEF,HOME-PREPARED                                              '"
"'CABBAGE,CHINESE (PAK-CHOI),RAW                                             '"
"'LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW                            '"
"'SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT                  '"
"'WAXGOURD,(CHINESE PRESERVING MELON),RAW                                    '"
"'GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT                        '"
"'BUTTERBUR,(FUKI),RAW                                                       '"
"'CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,WO/SALT                             '"
"'GOURD,WHITE-FLOWERED (CALABASH),RAW                                        '"
"'LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW                                 '"
"'NEW ZEALAND SPINACH,RAW                                                    '"
"'TARO SHOOTS,CKD,WO/SALT                                                    '"
"'TURNIP GRNS,CND,SOL&LIQUIDS                                                '"
"'WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT                   '"
"'RADISHES,WHITE ICICLE,RAW                                                  '"
"'CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT                              '"
"'TARO,SHOOTS,CKD,W/SALT                                                     '"
"'ASPARAGUS,CND,REG PK,SOL&LIQUIDS                                           '"
"'BEANS,SNAP,GRN VAR,CND,REG PK,SOL&LIQUIDS                                  '"
"'CUCUMBER,WITH PEEL,RAW                                                     '"
"'GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,WO/SALT                       '"
"'LETTUCE,GRN LEAF,RAW                                                       '"
"'MUSTARD GRNS,CKD,BLD,DRND,WO/SALT                                          '"
"'PUMPKIN FLOWERS,RAW                                                        '"
"'PUMPKIN FLOWERS,CKD,BLD,DRND,WO/SALT                                       '"
"'TOMATOES,RED,RIPE,CND,W/GRN CHILIES                                        '"
"'TOMATOES,YELLOW,RAW                                                        '"
"'ASPARAGUS,CND,NO SALT,SOL&LIQUIDS                                          '"
"'BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS                                     '"
"'BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS                                      '"
"'BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS                                     '"
"'MUSTARD GRNS,CKD,BLD,DRND,W/SALT                                           '"
"'PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT                                        '"
"'SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT                      '"
"'NOPALES,CKD,WO/SALT                                                        '"
"'SALAD DRSNG,SWT&SOUR                                                       '"
"'GRAVY,AU JUS,CANNED                                                        '"
"'SOUP,CHICK BROTH,CND,PREP W/EQ VOLUME H2O,COMM                             '"
"'SOUP,BF NOODLE,DEHYD,PREP W/H2O                                            '"
'FISH BROTH                                                                 '
"'SOUP,CHICK BROTH,LO NA,CND                                                 '"
"'BEANS,SNAP,CND,ALL STYLES,SEASONED,SOL&LIQUIDS                             '"
"'CABBAGE,CHINESE (PE-TSAI),RAW                                              '"
"'CELERY,RAW                                                                 '"
"'LETTUCE,RED LEAF,RAW                                                       '"
"'MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,WO/SALT                         '"
"'PURSLANE,RAW                                                               '"
"'RADISHES,RAW                                                               '"
"'SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,WO/SALT                                   '"
"'SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW                                          '"
"'SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT                         '"
"'TURNIPS,FROZEN,UNPREPARED                                                  '"
"'SQUASH,SMMR,ALL VAR,RAW                                                    '"
"'TOMATOES,ORANGE,RAW                                                        '"
"'MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT                          '"
"'PEPPERS,SWT,GRN,FRZ,CHOPD,CKD,BLD,DRND,W/SALT                              '"
"'SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT                                    '"
"'SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT                          '"
"'PEPPERS,SWT,RED,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT                             '"
"'PEPPERS,SWT,RED,FRZ,CHOPD,CKD,BLD,DRND,W/SALT                              '"
"'NOPALES,RAW                                                                '"
"'FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG                                       '"
"'SQUASH,INDIAN,CKD,BLD (NAVAJO)                                             '"
"'SOUP,STOCK,FISH,HOME-PREPARED                                              '"
"'BALSAM-PEAR (BITTER GOURD),PODS,RAW                                        '"
"'CARDOON,RAW                                                                '"
"'CHAYOTE,FRUIT,RAW                                                          '"
"'CHICORY,WITLOOF,RAW                                                        '"
"'ENDIVE,RAW                                                                 '"
"'LETTUCE,COS OR ROMAINE,RAW                                                 '"
"'RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT                                     '"
"'SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,UNPREP                                   '"
"'SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,WO/SALT                     '"
"'TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC                                 '"
"'TOMATO JUC,CND,W/SALT                                                      '"
"'CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT                                        '"
"'RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT                                      '"
"'TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED                   '"
"'TOMATO JUC,CND,WO/SALT                                                     '"
"'VINEGAR,DISTILLED                                                          '"
"'SOUP,BF BROTH,CND,COND,SINGLE BRAND                                        '"
"'ASPARAGUS,FRZ,CKD,BLD,DRND,WO/SALT                                         '"
"'CELERY,CKD,BLD,DRND,WO/SALT                                                '"
"'CELTUCE,RAW                                                                '"
"'PEPPERS,SWT,GRN,CND,SOL&LIQUIDS                                            '"
"'PEPPERS,SWT,GRN,FRZ,CHOPD,BLD,DRND,WO/SALT                                 '"
"'PURSLANE,CKD,BLD,DRND,WO/SALT                                              '"
"'RADISHES,ORIENTAL,RAW                                                      '"
"'SQUASH,SUMMER,SCALLOP,RAW                                                  '"
"'TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE                                     '"
"'TOMATOES,RED,RIPE,CKD                                                      '"
"'ASPARAGUS,FRZ,CKD,BLD,DRND,W/SALT                                          '"
"'CELERY,CKD,BLD,DRND,W/SALT                                                 '"
"'PURSLANE,CKD,BLD,DRND,W/SALT                                               '"
"'TOMATOES,RED,RIPE,CKD,W/ SALT                                              '"
"'PEPPERS,SWT,RED,CND,SOL&LIQUIDS                                            '"
"'PICKLES,CUCUMBER,DILL,LO NA                                                '"
"'VINEGAR,RED WINE                                                           '"
"'SOUP,GAZPACHO,CND,RTS                                                      '"
"'ASPARAGUS,CND,DRND SOL                                                     '"
"'BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,WO/SALT                       '"
"'BAMBOO SHOOTS,CND,DRND SOL                                                 '"
"'CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT                                       '"
"'CHARD,SWISS,RAW                                                            '"
"'MUSTARD GRNS,FRZ,CKD,BLD,DRND,WO/SALT                                      '"
"'ONIONS,CND,SOL&LIQUIDS                                                     '"
"'PUMPKIN LEAVES,RAW                                                         '"
"'SAUERKRAUT,CND,SOL&LIQUIDS                                                 '"
"'SPINACH,CND,REG PK,SOL&LIQUIDS                                             '"
"'SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW                                     '"
"'SWAMP CABBAGE,(SKUNK CABBAGE),RAW                                          '"
"'VEGETABLE JUC COCKTAIL,CND                                                 '"
"'VINESPINACH,(BASELLA),RAW                                                  '"
"'BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT                        '"
"'MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT                         '"
"'MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT                                       '"
"'SPINACH,CND,NO SALT,SOL&LIQUIDS                                            '"
'COCONUT H2O (LIQ FROM COCONUTS)                                            '
"'CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR               '"
"'TURNIP GRNS,CND,NO SALT                                                    '"
"'CRANBERRY-APPLE JUC DRK,LO CAL,W/VIT C                                     '"
"'SOUP,CHICK VEG,DEHYD,PREP W/H2O                                            '"
"'PEPPERS,HOT,CHILI,IMMAT GRN,CND,CHILI SAU                                  '"
"'LEMONS,RAW,WITH PEEL                                                       '"
"'BEANS,SNAP,GRN,CND,REG PK,DRND SOL                                         '"
"'CHARD,SWISS,CKD,BLD,DRND,WO/SALT                                           '"
"'CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,WO/SALT                                 '"
"'GOURD,DISHCLOTH (TOWELGOURD),RAW                                           '"
"'MUSTARD GRNS,FRZ,UNPREP                                                    '"
"'PEPPERS,SWT,GRN,RAW                                                        '"
"'PEPPERS,SWT,GRN,FRZ,CHOPD,UNPREP                                           '"
"'POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,WO/SALT                               '"
"'PUMPKIN,CKD,BLD,DRND,WO/SALT                                               '"
"'SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,WO/SALT                    '"
"'SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,UNPREP                              '"
"'SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT                                         '"
"'TURNIP GRNS,CKD,BLD,DRND,WO/SALT                                           '"
"'DOCK,CKD,BLD,DRND,WO/SALT                                                  '"
"'SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO/SALT                                   '"
"'BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT                      '"
"'BEANS,SNAP,GRN,CND,NO SALT,DRND SOL                                        '"
"'CARDOON,CKD,BLD,DRND,W/SALT                                                '"
"'CHARD,SWISS,CKD,BLD,DRND,W/SALT                                            '"
"'CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT                                  '"
"'POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT                                '"
"'PUMPKIN,CKD,BLD,DRND,W/SALT                                                '"
"'SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT                                    '"
"'SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT                     '"
"'SWAMP CABBAGE,CKD,BLD,DRND,W/SALT                                          '"
"'TURNIP GRNS,CKD,BLD,DRND,W/SALT                                            '"
"'PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP                                           '"
"'DOCK,CKD,BLD,DRND,W/SALT                                                   '"
"'BEANS,SNAP,YEL,CND,REG PK,DRND SOL                                         '"
"'BEANS,SNAP,YEL,CND,NO SALT,DRND SOL                                        '"
"'CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS               '"
"'GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,PREP W/ H2O                         '"
"'MCDONALD'S,SIDE SALAD                                                      '"
"'VINEGAR,CIDER                                                              '"
"'SOUP,VEG BF,DEHYD,PREP W/H2O                                               '"
"'PEPPERS,HOT,CHILI,MATURE RED,CND,CHILI SAU                                 '"
"'LEMON JUC,CND OR BTLD                                                      '"
"'LIME JUC,CND OR BTLD,UNSWTND                                               '"
"'RHUBARB,RAW                                                                '"
"'RHUBARB,FROZEN,UNCOOKED                                                    '"
"'AMARANTH LEAVES,CKD,BLD,DRND,WO/SALT                                       '"
"'MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT                        '"
"'CORNSALAD,RAW                                                              '"
"'PEPPERS,HOT CHILI,GRN,CND,PODS,EXCLUDING SEEDS,SOL&LIQUIDS                 '"
"'PUMPKIN LEAVES,CKD,BLD,DRND,WO/SALT                                        '"
"'TURNIP GRNS&TURNIPS,FRZ,UNPREP                                             '"
"'TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT                               '"
"'BORAGE,RAW                                                                 '"
"'AMARANTH LEAVES,CKD,BLD,DRND,W/SALT                                        '"
"'PEPPERS,HOT CHILI,RED,CND,EXCLUDING SEEDS,SOL&LIQUIDS                      '"
"'PUMPKIN,LEAVES,CKD,BLD,DRND,W/SALT                                         '"
"'TURNIPS,FRZ,CKD,BLD,DRND,W/SALT                                            '"
"'TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,W/SALT                                '"
"'SESBANIA FLOWER,CKD,STMD,W/SALT                                            '"
"'SQUASH,ZUCCHINI,BABY,RAW                                                   '"
"'PEPPERS,CHILI,GRN,CND                                                      '"
"'FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE               '"
"'MELON,BANANA (NAVAJO)                                                      '"
"'SOUP,TOMATO VEG,DEHYD,PREP W/H2O                                           '"
"'VEGETABLE SOUP,LO NA,W/H2O                                                 '"
"'APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS                                     '"
"'LEMON JUC,FRZ,UNSWTND,SINGLE STRENGTH                                      '"
"'ASPARAGUS,CKD,BLD,DRND                                                     '"
"'BEET GREENS,RAW                                                            '"
"'BROCCOLI RAAB,RAW                                                          '"
"'CARDOON,CKD,BLD,DRND,WO/SALT                                               '"
"'COWPEAS,LEAFY TIPS,CKD,BLD,DRND,WO/SALT                                    '"
"'MUSHROOMS,WHITE,RAW                                                        '"
"'MUSTARD SPINACH,(TENDERGREEN),RAW                                          '"
"'OKRA,CKD,BLD,DRND,WO/SALT                                                  '"
"'SESBANIA FLOWER,CKD,STMD,WO/SALT                                           '"
"'TURNIPS,CKD,BLD,DRND,WO/SALT                                               '"
"'TURNIP GRNS,FRZ,UNPREP                                                     '"
"'DOCK,RAW                                                                   '"
"'BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT                     '"
"'ASPARAGUS,CKD,BLD,DRND,W/SALT                                              '"
"'CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT                                          '"
"'COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT                                     '"
"'OKRA,CKD,BLD,DRND,W/SALT                                                   '"
"'TURNIPS,CKD,BLD,DRND,W/SALT                                                '"
"'BROCCOLI,CHINESE,COOKED                                                    '"
"'SAUERKRAUT,CND,LO NA                                                       '"
"'TOMATO&VEG JUC,LO NA                                                       '"
"'CAPERS,CANNED                                                              '"
"'SOUP,CHICK GUMBO,CND,PREP W/EQ VOLUME H2O,COMM                             '"
"'SOUP,CRM OF ASPARAGUS,DEHYD,PREP W/H2O                                     '"
"'SOUP,CHICK NOODLE,DEHYD,PREP W/H2O                                         '"
"'ACEROLA JUICE,RAW                                                          '"
"'ALFALFA SEEDS,SPROUTED,RAW                                                 '"
"'AMARANTH LEAVES,RAW                                                        '"
"'CABBAGE,CKD,BLD,DRND,WO/SALT                                               '"
"'CARROTS,CND,REG PK,SOL&LIQUIDS                                             '"
"'CAULIFLOWER,CKD,BLD,DRND,WO/SALT                                           '"
"'CHICORY GREENS,RAW                                                         '"
"'CORIANDER (CILANTRO) LEAVES,RAW                                            '"
"'CRESS,GARDEN,CKD,BLD,DRND,WO/SALT                                          '"
"'POKEBERRY SHOOTS,(POKE),RAW                                                '"
"'SPINACH,RAW                                                                '"
"'SPINACH,CKD,BLD,DRND,WO/ SALT                                              '"
"'SPINACH,CND,DRND SOL                                                       '"
"'TOMATOES,GREEN,RAW                                                         '"
"'TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT                                           '"
"'CABBAGE,COMMON,CKD,BLD,DRND,W/SALT                                         '"
"'CARROTS,CND,NO SALT,SOL&LIQUIDS                                            '"
"'CAULIFLOWER,CKD,BLD,DRND,W/SALT                                            '"
"'CRESS,GARDEN,CKD,BLD,DRND,W/SALT                                           '"
"'SPINACH,CKD,BLD,DRND,W/SALT                                                '"
"'PIMENTO,CANNED                                                             '"
"'RADICCHIO,RAW                                                              '"
"'MALABAR SPINACH,COOKED                                                     '"
"'TABASCO TOMATO COCKTAIL,BLOODY MARY MIX,MILD,RTD                           '"
"'WHEY,ACID,FLUID                                                            '"
"'BABYFOOD,VEG,SQUASH,STR                                                    '"
"'BABYFOOD,VEG,SQUASH,JR                                                     '"
"'SOUP,BF BROTH BOUILLON&CONSOMME,CND,COND,COMM                              '"
"'SAUCE,LA VICTORIA,LA VICTORIA SALSA VICTORIA,HOT                           '"
"'SOUP,ONION,CND,PREP W/EQ VOLUME H2O,COMM                                   '"
"'SOUP,OYSTER STEW,CND,PREP W/EQ VOLUME H2O,COMM                             '"
"'SOUP,CHICK RICE,DEHYD,PREP W/H2O                                           '"
"'PEACHES,CND,H2O PK,SOL&LIQUIDS                                             '"
"'ASPARAGUS,FRZ,UNPREP                                                       '"
"'CABBAGE,SAVOY,CKD,BLD,DRND,WO/SALT                                         '"
"'CAULIFLOWER,FRZ,UNPREP                                                     '"
"'CHAYOTE,FRUIT,CKD,BLD,DRND,WO/SALT                                         '"
"'CHRYSANTHEMUM,GARLAND,RAW                                                  '"
"'EGGPLANT,RAW                                                               '"
"'TARO LEAVES,CKD,STMD,WO/SALT                                               '"
"'TOMATO PRODUCTS,CND,SAU                                                    '"
"'CHRYSANTHEMUM LEAVES,RAW                                                   '"
"'CABBAGE,COMMON,FRESHLY HARVEST,RAW                                         '"
"'CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW                 '"
"'CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT                                          '"
"'TARO,LEAVES,CKD,STMD,W/SALT                                                '"
"'FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED                             '"
"'FROZEN NOVELTIES,ICE TYPE,POP,W/ LO CAL SWTNR                              '"
"'BABYFOOD,VEG,GRN BNS,STR                                                   '"
"'BABYFOOD,VEG,GRN BNS,JR                                                    '"
"'SAUCE,LA VICTORIA,LA VICTORIA GRN CHILE SALSA,MILD                         '"
"'SAUCE,LA VICTORIA,LA VICTORIA THICK 'N CHUNKY SALSA,MED                    '"
"'SOUP,CHICK W/RICE,CND,PREP W/EQ VOLUME H2O,COMM                            '"
"'SOUP,CRM OF CELERY,DEHYD,PREP W/H2O                                        '"
"'LEMON JUICE,RAW                                                            '"
"'LIME JUICE,RAW                                                             '"
"'ROSE-APPLES,RAW                                                            '"
"'ASPARAGUS,RAW                                                              '"
"'CABBAGE,RAW                                                                '"
"'CARROTS,CND,REG PK,DRND SOL                                                '"
"'CAULIFLOWER,RAW                                                            '"
"'JEW'S EAR,(PEPEAO),RAW                                                     '"
"'MUSHROOMS,CND,DRND SOL                                                     '"
"'ONIONS,YOUNG GRN,TOPS ONLY                                                 '"
"'SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,WO/SALT                '"
"'BORAGE,CKD,BLD,DRND,WO/SALT                                                '"
"'BORAGE,CKD,BLD,DRND,W/SALT                                                 '"
"'CARROTS,CND,NO SALT ,DRND SOL                                              '"
"'SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT                 '"
"'ARUGULA,RAW                                                                '"
"'SAUCE,LA VICTORIA,LA VICTORIA SALSA SUPREMA,MED                            '"
"'SAUCE,LA VICTORIA,LA VICTORIA THICK 'N CHUNKY SALSA,MILD                   '"
"'BROCCOLI,FRZ,CHOPD,UNPREP                                                  '"
"'COLLARDS,CKD,BLD,DRND,WO/SALT                                              '"
"'MUSHROOMS,WHITE,STIR-FRIED                                                 '"
"'MUSHROOMS,PORTABELLA,RAW                                                   '"
"'MUSTARD GREENS,RAW                                                         '"
"'PUMPKIN,RAW                                                                '"
"'SEAWEED,AGAR,RAW                                                           '"
"'TOMATOES,RED,RIPE,CND,STWD                                                 '"
"'SEAWEED,SPIRULINA,RAW                                                      '"
"'BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W/SALT                                     '"
"'BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT                                     '"
"'COLLARDS,CKD,BLD,DRND,W/SALT                                               '"
"'ONIONS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT                                       '"
"'ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT                                         '"
"'PEPPERS,SWT,RED,RAW                                                        '"
"'SPORTS DRK,QUAKER OATS,GATORADE,FRUIT-FLAVORED,RTD                         '"
"'SQUASH,INDIAN,RAW (NAVAJO)                                                 '"
"'BABYFOOD,CARROTS,TODDLER                                                   '"
"'WHEY,SWEET,FLUID                                                           '"
"'BASIL,FRESH                                                                '"
"'BABYFOOD,VEG,CARROTS,STR                                                   '"
"'SAUCE,RTS,SALSA                                                            '"
"'SAUCE,LA VICTORIA,LA VICTORIA SALSA PICANTE,MILD                           '"
"'SAUCE,LA VICTORIA,LA VICTORIA SALSA SUPREMA,MILD                           '"
"'SOUP,CAULIFLOWER,DEHYD,PREP W/H2O                                          '"
"'APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS                                      '"
"'BAMBOO SHOOTS,RAW                                                          '"
"'BEET GRNS,CKD,BLD,DRND,WO/SALT                                             '"
"'CABBAGE,SAVOY,RAW                                                          '"
"'CELERIAC,CKD,BLD,DRND,WO/SALT                                              '"
"'KOHLRABI,RAW                                                               '"
"'MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW                                     '"
"'SESBANIA FLOWER,RAW                                                        '"
"'SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT                          '"
"'PEPPERS,JALAPENO,CND,SOL&LIQUIDS                                           '"
"'BEET GRNS,CKD,BLD,DRND,W/SALT                                              '"
"'CELERIAC,CKD,BLD,DRND,W/SALT                                               '"
