14559,1400,99.97,0,0,0,0.05,0,-1,-1,8,0,2,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.56999969,331,0
18372,1800,0.2,0,0,0,36.9,0,0,0,0,0,0,0,0,27360,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.599999905,2.299999952,0
14146,1400,99.74,1,0.12,0,0,0.15,0,0,3,0.02,0,10,7,4,0.01,0.002,0,0.1,0,0.005,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.60000038,473.1199951,0
14209,1400,99.39,1,0.12,0.02,0.35,0,0,0,2,0.01,3,3,49,2,0.02,0.002,0.023,0,0,0.014,0.076,0.191,0.254,0.001,2,0,2,2,0,0,0,0,0.01,0.1,0,0,0,0,0,0.002,0.015,0.001,0,237,29.60000038,0
14352,1400,99.7,1,0,0,0,0.3,0,0,0,0.02,3,1,37,3,0.02,0.01,0.219,0,0,0,0.014,0,0.011,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.004,0,29.60000038,178,0
14355,1400,99.7,1,0,0,0,0.3,0,0,0,0.02,3,1,37,3,0.02,0.01,0.219,0,0,0,0.014,0,0.011,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.004,0,237,29.60000038,0
14367,1400,99.62,1,0.06,0,0.15,0.17,0,0.02,3,0.01,1,1,18,2,0.01,0.008,0.392,0,0,0,0.003,0.032,0.013,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,29.60000038,0
14381,1400,99.7,1,0,0,0,0.2,0,0,2,0.08,1,0,9,1,0.04,0.015,0.044,0,0,0.01,0.004,0,0.011,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.005,0,29.60000038,178,0
14544,1400,99.7,1,0,0,0,0.3,0,-1,0,0.01,1,1,21,0,0.01,0.008,0.219,0,0,0,0.014,0,0.011,0,5,0,5,5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.002,0.001,0.004,0,29.60000038,178,0
14545,1400,99.7,1,0,0,0,0.2,0,0,2,0.08,1,0,9,1,0.04,0.015,0.044,0,0,0.01,0.004,0,0.011,0,1,0,1,1,0,20,1,0,0,0,0,12,0,0,0,0.002,0.001,0.005,0,29.60000038,178,0
14601,1400,99.79,1,0.22,0,0.04,0,-1,-1,2,0,1,1,14,3,0.01,0.008,0.136,0,-1,0.018,0.024,0,0.009,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0
35078,3500,99.7,1,0,0,0.1,0.2,-1,-1,2,0.08,1,0,9,132,0.04,0.02,0.04,-1,0.3,0.01,0,0,0.01,0,1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0
43388,1100,99.7,1,0,0,0.1,0.3,0,0,11,0.03,1,12,0,14,0.03,0.015,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,30,0
14210,1400,97.8,2,0.12,0.18,0.23,0,0,0,2,0.13,80,7,115,14,0.05,0.05,0.05,0,0.2,0.001,0.177,5.207,0.028,0.002,1,0,1,1,0,0,0,0,0.01,0.1,0,0,0,0,0,0.092,0,0.092,0,29.60000038,-1,0
14215,1400,99.09,2,0.1,0,0.17,0.34,0,0,4,0.04,3,3,30,2,0.01,0.008,0.015,0.1,0,0,0.001,0.236,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,29.79999924,179,0
14219,1400,98.93,2,0.12,0,0.19,0.43,0,0,3,0.06,5,4,46,2,0,0.007,0.03,0.2,0,0,0.014,0.282,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,179,-1,0
14290,1400,99.29,2,0.02,0,0.17,0.52,0,0,22,0.04,1,10,0,2,0.01,0.007,0.001,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,237,29.60000038,0
14376,1400,99.41,2,0.02,0,0.14,0.44,0,0,3,0.05,1,1,13,4,0.01,0.007,0.155,0,0,0,0.001,0.02,0.006,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,237,29.60000038,0
14416,1400,99.54,2,0.11,0.03,0.03,0.29,0,0,3,0.11,1,9,8,8,0.01,0.002,0.107,0,0,0.005,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.60000038,414.5,0
15162,1500,97.7,2,0.4,0.02,1.8,0.1,0,0,13,0.3,11,114,149,215,0.1,0.389,0.074,4.1,1,0.01,0.02,0.18,0.04,0.01,2,0,2,2,5,30,9,9,0.31,0.2,0,0,0,0,0,0.002,0.002,0.006,3,240,85,0
06476,0600,98.03,3,0.35,0.08,1.21,0.33,0,0.26,1,0.05,1,5,8,480,0,0,0.008,0.7,0,0.004,0.005,0.067,0.01,0,1,0,1,1,0,1,0,0,0.01,0.3,0,1,0,0,3,0.04,0.03,0,0,241.3000031,30.20000076,0
11108,1100,97.92,3,0.11,0.13,1.46,0.38,-1,-1,34,0.63,2,4,12,4,0.06,0.037,0.098,0.9,11.9,0.006,0.006,0.14,0.011,0.033,3,0,3,3,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,124,45,0
14223,1400,98.94,3,0.09,0,0.17,0.75,0,-1,3,0.05,3,3,34,5,0.01,0.007,0.012,0.1,0,0,0.003,0.218,0.001,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.001,0,0.001,0,179,-1,0
06984,0600,98.1,4,0.54,0.17,1.05,0.14,0,0.15,4,0.14,1,11,30,409,0.02,0.019,0.011,2.2,0,0.007,0.021,0.558,0.12,0.014,1,-1,1,-1,0.2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,240,-1,0
06481,0600,97.43,5,0.39,0.12,1.44,0.62,-1,-1,5,0.05,1,5,10,326,0.01,0,0.01,-1,0,0.005,0.01,0.103,0.02,0,1,0,1,1,0.01,7,1,1,-1,-1,-1,-1,-1,-1,-1,0.03,0.05,0.04,0,243,182,0
14156,1400,98.35,5,0.25,0.08,0.62,0.7,-1,-1,13,0.02,3,0,3,84,0,0.005,0.003,-1,-1,0.025,0.575,8.5,1.4,0.835,-1,-1,-1,-1,1.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,-1,0
14462,1400,98.78,5,0,0,0,1.22,0,1.22,1,0.03,0,0,16,13,0,0,0,0,8.8,0,0,4.095,1.57,0.556,0,0,0,0,0.01,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,29.63999939,500.980011,0
14237,1400,98.37,6,0.1,0.04,0.18,1.3,0.4,0.08,3,0.08,5,10,41,4,0.01,0.01,0.019,1.1,0,0.007,0.002,0.294,0.023,0.012,1,0,1,1,0,0,0,0,0.02,0,0,0,0,0,3,0.01,0.006,0.02,0,240,30,0
14553,1400,98.2,6,0.5,0,0.2,1.1,0,1.1,9,0.4,10,15,88,7,0.08,0.011,-1,0.2,0,0,0.01,0.1,-1,0.02,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-1,0
06008,0600,97.55,7,1.14,0.22,1.05,0.04,0,0,6,0.17,2,13,54,326,0,0,0.01,0.7,0,0.002,0.021,0.78,0.02,0.01,2,0,2,2,0.07,0,0,0,0,0,0,0,0,0,0,0.11,0.09,0.01,0,240,586,0
06183,0600,97.32,7,1.36,0,0.89,0.38,0,0.22,8,0.26,1,18,85,231,0.08,0.035,0.062,0,0.4,0.002,0.014,0.686,0.012,0.006,3,0,3,3,0.06,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,240,-1,0
06194,0600,97.8,7,1,0.1,0.7,0.4,0.4,0,6,0.2,1,13,80,158,0.07,0.027,0.046,0,7,0.001,0.01,0.505,0.009,0.005,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.029,0.045,0.021,0,-1,-1,0
06489,0600,94.97,7,0.87,0.01,3.33,0.83,0,0.45,3,0.05,3,16,23,1325,0,0,0.02,0.7,0,0,0.01,0.23,0.02,0.01,2,0,2,2,0.05,3,0,0,0.01,0,0,2,0,127,0,0,0,0,0,249,31.10000038,0
06475,0600,96.74,8,0.52,0.29,1.67,0.77,0,0.51,4,0.01,3,10,15,558,0.03,0.006,0.016,0.7,0,0.002,0.008,0.146,0,0,0,0,0,0,0,0,0,0,0.04,0.1,0,0,0,0,0,0.141,0.118,0.011,0,244,30.5,0
11107,1100,96.7,8,0.23,0.02,0.88,2.16,-1,-1,59,0.1,8,7,354,4,0.09,0.059,0.156,0.9,18.9,0.01,0.01,0.1,0.018,0.052,4,0,4,4,0,27,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
11748,1100,96.7,8,0.23,0.02,0.88,2.16,-1,-1,59,0.1,8,7,354,240,0.09,0.059,0.156,0.9,18.9,0.01,0.01,0.1,0.018,0.052,4,0,4,4,0,27,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0
19291,1900,97.8,8,1.4,0,0,0,0,0,0,0.03,-1,0,3,49,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,92,-1,0
06480,0600,96.8,9,0.55,0.45,1.61,0.59,0,0.59,6,0.03,2,5,10,608,0,0,0,0,0,0.003,0.014,0.08,0.02,0,1,0,1,1,0.01,16,1,0,0.03,2.4,2,8,0,1,13,0.11,0.17,0.15,0,244,30.5,0
43075,1900,96.44,10,0,0,0.18,2.45,0,2.45,10,0,1,10,77,101,0.02,0.01,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,31.20000076,0
06035,0600,96.89,11,0.62,0.73,1.04,0.72,-1,-1,13,0.3,2,32,107,1558,0.9,0.15,0.5,-1,1.8,0.03,0.02,0.93,0.07,0.09,14,0,14,14,0.2,875,44,0,-1,-1,-1,-1,-1,-1,-1,0.22,0.33,0.15,1,248,553,0
06168,0600,89.98,11,0.51,0.37,7.39,1.75,0.3,1.26,8,0.48,5,11,144,2643,0.11,0.028,0.049,0,74.8,0.036,0.082,0.254,0.11,0.157,6,0,6,6,0,162,8,0,0.12,2.4,6,91,7,0,121,0.052,0.03,0.196,0,4.699999809,1.200000048,0
06494,0600,96.29,11,0.45,0.23,0.97,2.06,0.4,0.95,5,0.06,2,12,26,345,0.02,0.006,0.024,1,0.1,0.011,0.023,0.196,0,0,1,0,1,1,0,0,0,0,0,0.1,0,0,0,0,1,0.05,0.13,0.03,0,246,184,0
11522,1100,95.82,11,0.92,0.09,0.85,2.32,-1,-1,12,0.6,8,28,332,1,0.51,0.088,0.122,0.9,21,0.04,0.05,0.8,0.075,0.111,3,0,3,3,0,50,3,0,-1,-1,-1,-1,-1,-1,-1,0.018,0.007,0.037,0,43,83,12
11591,1100,95.11,11,2.3,0.1,1.2,1.29,0.5,0.2,120,0.2,21,60,330,41,0.11,0.077,0.244,0.9,43,0.09,0.12,0.2,0.31,0.129,9,0,9,9,0,4700,235,0,1,250,0,2820,0,0,5767,0.027,0.008,0.035,0,34,2.5,8
11712,1100,95.92,11,1.53,0.22,0.81,1.52,1,-1,12,0.24,3,20,533,240,0.47,0.082,0.113,0.4,0,0.02,0.05,0.3,0.066,0.098,2,0,2,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.051,0.005,0.098,0,120,144,0
11895,1100,96.06,11,0.4,0.2,0.89,2.45,1,1.18,18,0.38,10,17,5,343,0.59,0.022,0.056,0.2,10.5,0.034,0.001,0.384,0.121,0.032,4,0,4,4,0,0,0,0,0.39,2.8,0,0,0,0,197,0.016,0.037,0.088,0,175,-1,0
11941,1100,94.08,11,0.33,0.2,3.13,2.26,1.2,1.06,0,0.4,4,14,23,1208,0.02,0.085,0.011,0,1,0,0.01,0,0.038,0.009,1,0,1,1,0,130,7,0,0.06,13,14,55,32,0,29,0.052,0.003,0.082,0,155,135,0
11946,1100,94.08,11,0.33,0.2,3.13,2.26,1.2,1.06,0,0.4,4,14,23,18,0.02,0.085,-1,0,1,0,0.01,0,-1,0.009,1,0,1,1,0,130,7,0,0.06,13,14,55,32,0,29,0.052,0.003,0.082,0,143,155,0
14383,1400,96.8,11,0,0,0.2,3,0,0,0,0.05,1,9,10,35,0.02,0.02,0,0.1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,30,0
42063,1400,96.9,11,0,0,1,2.1,2.1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
06169,0600,95.17,12,1.29,0.76,1.98,0.8,0.6,-1,12,1.16,12,23,128,633,0.16,0.075,0.107,-1,4.5,0.032,0.084,0.178,0.11,0.154,1,0,1,1,0,1640,82,0,-1,-1,-1,-1,-1,-1,-1,0.106,0.061,0.401,0,4.699999809,1.200000048,0
06432,0600,96.24,12,2.22,0,0.81,0.73,0,-1,4,0.22,0,13,64,264,0.15,0.102,0.152,-1,0.4,0.009,0.012,0.295,0.02,0.01,1,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,241,586,0
11027,1100,95.92,12,1.53,0.22,0.41,1.92,1,-1,12,0.24,3,20,533,4,0.47,0.082,0.113,0.4,0,0.02,0.05,0.3,0.066,0.098,2,0,2,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.051,0.005,0.098,0,120,144,0
11117,1100,95.55,12,1.56,0.16,0.95,1.78,1,0.83,93,1.04,11,29,371,34,0.17,0.019,0.144,0.4,26,0.032,0.063,0.428,0.079,0.166,41,0,41,41,0,4249,212,0,0.09,34,1,2549,0,0,38,0.021,0.012,0.077,0,170,-1,0
11206,1100,96.73,12,0.59,0.16,0.36,2.16,0.7,1.38,14,0.22,12,21,136,2,0.17,0.071,0.073,0.1,3.2,0.031,0.025,0.037,0.24,0.051,14,0,14,14,0,72,4,0,0.03,7.2,8,31,18,0,16,0.013,0.002,0.003,0,133,119,27
11277,1100,94.8,12,1.3,0.17,1.6,2.2,-1,-1,48,0.66,32,22,102,107,0.31,0.077,0.526,0.9,16,0.03,0.107,0.39,0.256,0.237,8,0,8,8,0,3622,181,0,-1,-1,-1,-1,-1,-1,-1,0.027,0.005,0.071,0,180,-1,0
11626,1100,96.1,12,1.4,0.06,0.3,2.14,0.8,1.34,14,0.43,9,32,27,140,0.28,0.157,0.073,0.6,0.3,0.03,0.07,0.22,0.143,0.032,10,0,10,10,0,8,0,0,0.04,13.4,2,2,2,0,0,0.016,0.008,0.02,0,125,-1,0
11754,1100,95.55,12,1.56,0.16,0.95,1.78,1,0.83,93,1.04,11,29,371,270,0.17,0.019,0.144,0.4,26,0.032,0.063,0.428,0.079,0.166,41,0,41,41,0,4249,212,0,0.09,34,1,2549,0,0,38,0.021,0.012,0.077,0,170,-1,0
11802,1100,94.8,12,1.3,0.17,1.6,2.13,-1,-1,48,0.66,32,22,102,343,0.31,0.077,0.526,0.9,16,0.03,0.107,0.39,0.256,0.237,8,0,8,8,0,3622,181,0,-1,-1,-1,-1,-1,-1,-1,0.027,0.005,0.071,0,180,-1,0
11937,1100,94.33,12,0.6,0.14,2.34,2.59,1.1,1.31,42,0.37,7,12,92,875,0.11,0.033,0.047,0.1,0.8,0.027,0.029,0.099,0.05,0.023,1,0,1,1,0,183,9,0,0.09,18.3,19,78,45,0,41,0.036,0.002,0.056,0,143,155,0
11970,1100,96.33,12,1.1,0.17,0.17,2.23,-1,-1,29,0.74,8,19,87,11,3.75,0.096,0.203,0.4,3.2,0.005,0.025,0.466,0.035,0.037,43,0,43,43,0,263,13,0,-1,-1,49,133,0,0,-1,-1,-1,-1,0,109,-1,0
06170,0600,95.89,13,1.97,0.09,0.7,1.2,0,0.54,8,0.27,7,31,185,198,0.17,0.05,-1,1.2,0,0.033,0.091,0.872,-1,0.055,2,0,2,2,0,0,0,0,0.01,0.1,0,0,0,0,1,0.035,0.043,0.005,0,240,-1,0
11116,1100,95.32,13,1.5,0.2,0.8,2.18,1,1.18,105,0.8,19,37,252,65,0.19,0.021,0.159,0.5,45,0.04,0.07,0.5,0.088,0.194,66,0,66,66,0,4468,223,0,0.09,35.8,1,2681,0,0,40,0.026,0.015,0.096,0,70,840,12
11250,1100,95.63,13,1.35,0.22,0.57,2.23,1.1,0.94,35,1.24,13,33,238,5,0.2,0.016,0.179,0.6,3.7,0.057,0.062,0.357,0.15,0.082,73,0,73,73,0,3312,166,0,0.18,102.3,0,1987,0,0,1223,0.029,0.008,0.117,0,55,163,26
11471,1100,96.04,13,0.61,0.07,0.32,2.96,1.4,1.19,12,0.71,13,21,96,5,0.29,0.08,0.097,0.2,2.7,0.016,0.027,0.418,0.048,0.042,10,0,10,10,0,102,5,0,0.12,2.8,0,61,0,0,198,0.015,0.005,0.031,0,210,240,0
11593,1100,96.1,13,0.4,0.2,0.3,3,2.9,-1,19,0.4,10,19,6,111,0.61,0.023,0.058,0.2,13,0.04,0.11,0.4,0.133,0.035,5,0,5,5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.016,0.037,0.087,0,132,5700,29
11784,1100,95.32,13,0.6,0.02,0.96,3.1,-1,-1,24,0.25,11,13,170,238,0.7,0.026,0.066,0.2,8.5,0.029,0.022,0.39,0.144,0.038,4,0,4,4,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.001,0.004,0.009,0,146,-1,0
11106,1100,94.5,14,0.39,0.04,1.46,3.61,-1,-1,103,0.1,14,12,655,7,0.16,0.103,0.274,0.9,31.5,0.02,0.02,0.2,0.032,0.096,10,0,10,10,0,50,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,94,5,12
11120,1100,95.24,14,1.5,0.17,0.68,2.41,1.7,-1,32,0.3,10,39,225,9,0.18,0.029,0.153,0.4,15.8,0.044,0.044,0.5,0.08,0.177,53,0,53,53,0,967,48,0,-1,-1,-1,-1,-1,-1,-1,0.036,0.02,0.061,0,119,14,0
11218,1100,95.54,14,0.62,0.02,0.43,3.39,-1,-1,26,0.2,11,13,150,2,0.7,0.026,0.066,0.2,10.1,0.029,0.022,0.32,0.152,0.04,6,0,6,6,0,16,1,0,-1,-1,-1,-1,-1,-1,-1,0.002,0.004,0.009,0,58,771,30
11252,1100,95.64,14,0.9,0.14,0.36,2.97,1.2,1.97,18,0.41,7,20,141,10,0.15,0.025,0.125,0.1,2.8,0.041,0.025,0.123,0.091,0.042,29,0,29,29,0,502,25,0,0.18,24.1,4,299,0,0,277,0.018,0.006,0.074,0,72.48000336,755,5
11276,1100,94,14,1.5,0.2,1.8,2.5,-1,-1,58,0.8,39,28,130,130,0.38,0.093,0.639,0.7,30,0.04,0.13,0.5,0.312,0.304,15,0,15,15,0,4400,220,0,-1,-1,-1,-1,-1,-1,-1,0.032,0.005,0.084,0,56,-1,28
11523,1100,95.3,14,0.73,0.08,0.7,3.2,-1,-1,14,0.41,8,26,344,2,0.54,0.094,0.13,1,18.9,0.038,0.053,0.81,0.076,0.112,3,0,3,3,0,51,3,0,-1,-1,-1,-1,-1,-1,-1,0.016,0.006,0.033,0,140,-1,0
11570,1100,94.69,14,1.36,0.3,1.23,2.42,1.7,-1,118,1.51,20,21,141,277,0.23,0.083,0.277,0.7,15.5,0.012,0.063,0.362,0.04,0.037,41,0,41,41,0,3586,179,0,-1,-1,-1,-1,-1,-1,-1,0.07,0.02,0.12,0,117,425,0
11594,1100,96.06,14,0.4,0.2,0.3,3.04,1,1.18,18,0.38,10,17,5,107,0.59,0.022,0.056,0.2,10.5,0.034,0.001,0.384,0.121,0.032,4,0,4,4,0,0,0,0,0.39,2.8,0,0,0,0,197,0.016,0.037,0.088,0,175,-1,0
11637,1100,95.37,14,1.1,0.1,0.8,2.63,1.4,-1,27,0.8,9,28,280,16,0.13,0.099,0.033,0.7,29,0.03,0.02,0.3,0.184,0.075,14,0,14,14,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.03,0.016,0.045,0,50,17,35
11755,1100,95.24,14,1.5,0.17,0.68,2.41,1.7,-1,32,0.3,10,39,225,245,0.18,0.029,0.153,0.4,15.8,0.044,0.044,0.5,0.08,0.177,53,0,53,53,0,967,48,0,-1,-1,-1,-1,-1,-1,-1,0.036,0.02,0.061,0,119,14,0
11880,1100,95.3,14,0.73,0.08,0.7,3.19,-1,-1,14,0.41,8,26,344,238,0.54,0.094,0.13,1,18.9,0.038,0.053,0.81,0.076,0.112,3,0,3,3,0,51,3,0,-1,-1,-1,-1,-1,-1,-1,0.016,0.006,0.033,0,140,-1,0
11013,1100,94.32,15,1.8,0.18,1.22,2.47,1,-1,15,0.6,9,38,172,284,0.47,0.107,0.152,1.6,16.5,0.054,0.089,0.851,0.124,0.098,85,0,85,85,0,526,26,0,-1,-1,-1,-1,-1,-1,-1,0.044,0.006,0.085,0,122,411,0
11054,1100,94.68,15,0.8,0.1,0.92,3.5,1.5,-1,24,0.9,13,19,92,259,0.2,0.07,0.335,0.2,3.4,0.025,0.051,0.2,0.106,0.03,18,0,18,18,0,321,16,0,-1,-1,-1,-1,-1,-1,-1,0.023,0.004,0.052,0,120,439,0
11205,1100,95.23,15,0.65,0.11,0.38,3.63,0.5,1.67,16,0.28,13,24,147,2,0.2,0.041,0.079,0.3,2.8,0.027,0.033,0.098,0.259,0.04,7,0,7,7,0,105,5,0,0.03,16.4,11,45,26,0,23,0.037,0.005,0.032,0,52,301,3
11219,1100,95.32,15,0.6,0.02,0.37,3.69,-1,-1,24,0.25,11,13,170,2,0.7,0.026,0.066,0.2,8.5,0.029,0.022,0.39,0.144,0.038,4,0,4,4,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.002,0.004,0.009,0,146,-1,0
