-0.17674,0.042248,-0.8213,-0.84865,1,0.059303,1.3257,0.70251,-0.36531,-1.0442,-0.7509,-1.1731,-1.4249,0.76727,-1.3903,0.16556,-1.0942,-1.1878,0.88016,0.87888,0.83574,-0.75406,-0.45618,-0.28446,-1.056,1.2086
-0.020598,-1.1576,-1.938,-1.6688,1,0.38751,0.88067,0.50391,1.4279,-1.1966,0.30796,0.65617,-0.76096,1.0332,-1.2228,1.1441,0.68183,0.69944,0.16701,-0.81761,-1.2307,0.75708,-0.012964,-0.25237,0.15113,0.80941
0.78661,2.2628,-1.4573,-0.39548,1,0.81718,-0.13221,1.3411,-0.77731,1.1224,-2.0076,2.4787,0.63881,1.7033,-1.5875,-0.61454,0.46659,-1.8297,-0.37527,-0.35882,0.60916,-0.84413,0.36134,2.3176,1.128,0.70853
0.71081,-0.79785,-0.41631,-1.1242,1,-0.37007,0.8823,1.1164,0.040098,0.42442,-0.56311,-1.3077,1.6653,-1.3866,0.48786,0.52548,-1.4173,-0.77916,0.84934,0.26515,-1.9431,0.35973,-0.51247,-0.29621,0.39131,-1.363
-1.1168,-0.58614,-1.5634,-0.25948,1,-0.18944,0.21879,0.23694,0.060092,-0.3395,0.51857,-0.18186,0.40659,-0.57423,0.58109,-0.13904,1.0218,-0.43332,0.90611,0.19779,0.52237,0.88858,0.30902,-0.11684,0.50756,-1.0979
0.39564,1.1291,-0.55799,1.1346,1,0.06097,-0.51967,1.1491,-1.072,2.2266,1.1248,-0.35424,1.5078,-0.037628,-0.0054328,0.85616,-2.3604,0.17678,-0.54819,1.4148,-0.040522,1.5083,0.79687,-0.10107,-0.34122,-1.4153
-0.15,0.40377,0.0070049,0.74001,1,-1.0228,-0.74122,-0.9291,-1.6282,-2.133,0.57562,-0.18297,-0.50426,1.7693,0.69242,0.77493,-0.26972,-0.7358,-2.8297,-0.34464,0.63501,0.9048,-0.846,0.17287,-0.020447,0.3998
0.37565,-2.0235,0.90103,1.0773,1,0.21022,-0.8544,-0.31738,0.51191,-1.6251,1.7091,-1.3111,0.62929,1.5774,1.3814,-0.1667,0.71499,-0.48153,0.35102,0.077529,-0.54349,0.21507,0.10453,-1.4132,0.14446,0.59529
-0.69561,-0.014445,0.62528,-0.28314,1,1.4792,0.048734,-0.36106,2.542,-0.29294,-0.73164,-0.76123,-0.88721,-2.3657,0.24841,0.14751,0.89151,0.60039,-0.12288,0.75665,-0.055165,0.32334,0.23783,0.84791,-1.131,-0.40962
-0.92234,-0.418,0.699,0.16337,1,1.3719,-1.3226,0.8809,-1.0706,0.43881,0.64838,1.5495,0.32354,-1.1937,1.5576,0.19881,0.14353,1.4818,-0.83047,0.47441,0.16409,0.43903,-0.32682,-0.20553,-1.4674,0.63229
0.31926,-1.3435,1.2113,2.2324,1,-1.6884,-0.5242,0.14578,-0.66816,0.23985,-0.071216,-0.47169,0.94342,3.0086,1.9953,0.98229,2.4235,0.83862,-1.8707,0.10271,-1.6589,0.69064,-0.65609,0.25344,-0.29626,1.4751
-2.2903,1.9356,0.5878,-0.17456,1,-3.0557,0.074218,-0.065998,0.83181,-0.22978,0.30021,2.174,1.7333,0.34181,0.33517,-1.0474,-1.5226,-0.92391,-1.2703,0.14473,-0.46429,0.77827,0.074727,0.31687,1.4041,-0.10976
-0.017206,1.4287,1.1337,-0.81501,1,0.69429,0.91176,1.2593,0.057001,0.41109,-0.22423,0.15186,-0.40199,0.41731,-0.44884,0.17769,0.51186,-1.0054,-1.5938,0.64533,0.20584,0.19083,1.8802,0.7369,0.13124,1.1693
-0.061619,-0.1073,1.9838,1.5659,1,-1.658,-0.15913,0.31196,2.0373,1.1509,1.0781,-1.0901,-0.44636,1.0002,-1.6428,-2.533,-0.46949,0.83769,0.43928,0.0084282,0.2218,-0.73675,-0.067533,0.56066,-0.071567,0.3283
0.83053,-0.17992,1.0366,0.7412,1,0.81173,0.64231,1.515,-0.95209,-0.64981,-1.4475,0.21191,-0.23492,-0.95008,0.61391,0.02823,0.23982,1.3527,0.56501,-0.60075,0.47225,0.52423,0.076446,0.71994,0.80616,-1.1127
0.2138,-1.3304,1.6549,-1.0591,1,-0.49089,0.87193,0.937,0.11128,-1.4688,-0.43141,1.4789,1.4243,-0.87924,-0.59774,0.93424,0.68821,0.39958,0.88604,-3.0829,1.2169,-0.69589,0.95053,0.44746,0.39161,1.054
1.2431,-0.37069,-0.44321,-0.89818,1,-1.4332,-1.1694,0.52871,-0.71673,0.94037,-0.79112,-0.13661,-0.93375,0.81988,1.3868,1.064,0.26846,0.64633,-0.38462,1.2155,-1.773,0.65423,0.057389,-2.1703,0.74241,-1.1974
-1.0148,2.295,-1.3881,0.067918,1,0.64941,-0.3739,-0.27339,1.5647,0.68756,0.78719,-0.59731,0.49554,-1.2381,-0.71013,0.46342,-0.41242,-0.50185,1.0044,-0.8627,-1.3008,-0.64316,1.1408,0.87907,0.97164,-1.329
1.018,-0.71166,-0.45406,0.65018,1,-1.3695,-1.8254,-0.022296,0.39137,-0.21462,0.25591,2.1871,-0.25817,-0.43634,-0.0080243,1.1134,-1.1301,-0.30092,-0.079033,0.04543,-0.90654,-0.76131,-0.98274,1.8402,-0.88464,-0.53713
-0.30917,1.1881,-0.0088818,0.062421,1,0.23226,0.5185,-1.5737,0.89945,0.73401,-0.43667,-2.0969,2.7672,-0.30659,0.47938,0.35414,-0.52941,1.2369,0.31845,0.07158,-0.60938,-1.0274,1.9244,-1.4352,0.09758,0.050854
1.2065,1.4396,0.17566,-0.41586,1,2.5989,1.2796,-0.5796,-1.6844,-1.2562,-0.22192,0.3359,-0.42862,0.4821,-0.85807,0.089921,-1.2182,-0.47812,0.65287,2.0424,0.29069,0.094567,-0.22322,0.90782,-0.48864,0.34193
1.1183,-0.51445,-1.4493,-1.2838,1,-0.52004,0.15531,0.91285,0.15975,1.5733,1.6858,-0.41374,1.0739,0.87091,-0.85607,-0.38843,-1.6929,1.4481,-0.49582,1.0092,0.014921,-0.61849,0.090093,1.3484,0.74425,1.2441
-0.20854,-0.11441,1.0221,-1.3561,1,1.1158,0.3782,-0.18075,0.70588,-1.2898,0.67473,-0.2649,-0.87579,-0.45569,-0.91568,0.29889,0.16242,-0.33371,0.042697,0.32799,0.084847,-0.19742,-2.2515,-0.5246,0.94041,0.18627
-0.0078353,-0.8243,0.47273,1.485,1,-0.56656,-0.13939,-0.7777,-1.5531,1.9284,-0.027163,1.9838,-1.1706,1.0413,1.1806,2.285,-1.1276,-0.94841,0.25171,-1.4498,-1.5688,-0.58428,0.025426,1.6189,2.0972,0.78232
-2.3536,0.50512,-0.15284,-0.30687,1,-0.52885,-0.62677,0.97613,-0.23208,-0.5609,-0.0073371,0.93895,-0.33764,-1.4574,-0.41008,0.15591,0.23656,-0.63425,-0.27804,-0.75728,-0.8847,-0.2969,-0.098551,0.60756,0.074075,0.69376
1.2457,-1.375,-0.16255,-0.72324,1,1.4466,0.44143,0.028666,-0.15442,0.20225,0.44528,0.65264,-0.19916,0.039941,0.43156,0.49479,0.085941,-1.7621,-0.1217,-0.14195,0.2907,0.28623,-0.4251,-1.1141,-1.5133,0.26123
-1.861,0.65496,-0.67102,-0.00198,1,0.22611,0.63742,1.8558,1.1367,0.53633,-0.409,-2.1267,-0.49994,0.77396,-1.3606,-1.4051,-1.2091,-1.3468,0.75423,-1.163,2.0674,-0.54465,-1.2883,-0.31004,0.60868,-0.38444
2.0004,0.20416,-0.52706,-0.15827,1,-0.75153,0.24823,1.1231,-0.71043,0.21918,-0.55578,0.19195,-0.66948,0.1988,-2.3617,0.29515,-1.2491,0.31021,-0.32905,0.4355,-1.0277,0.52414,-0.43513,-0.43552,-1.2308,1.0451
0.51539,-2.3164,0.45841,1.6012,1,-0.43996,0.86299,-0.24723,0.18139,0.66107,0.72617,-1.2848,-1.2201,0.041679,0.44833,-0.44517,-0.71058,-0.83599,0.37594,0.057302,0.56007,-0.25485,-0.79385,0.51119,-0.43906,0.55491
-3.7756,0.28071,-0.23851,1.2967,1,-0.79489,-1.4222,-0.37129,-0.80127,-0.90755,1.1038,0.65802,-0.4502,0.54923,0.31656,-1.1412,0.23368,-1.6943,0.53939,-1.5421,-0.40362,1.1683,1.6721,0.37374,0.56641,-3.0365
0.34422,1.4513,0.2116,0.2033,1,-0.60143,1.1832,0.65042,0.45009,0.35897,-0.054219,0.22713,-2.5024,-0.93754,0.14367,0.36518,0.08154,-0.62256,0.98199,0.94864,-1.0544,0.1685,-0.61359,0.63805,-0.029945,0.54347
-0.36521,2.0323,-1.4646,1.1302,1,0.56966,-0.41147,0.67187,-0.4041,0.95702,-0.42424,-0.23225,-0.31756,-0.09977,0.62535,1.1117,-1.4679,0.076861,1.2198,2.4075,1.0509,0.082267,-0.91867,-1.8675,-0.0011147,0.16024
0.36167,-2.0319,0.59258,0.44453,1,-0.088697,-0.26947,0.55885,0.74701,1.0454,1.7569,-0.53957,-1.1408,-0.79874,0.46368,-0.3397,0.51219,0.21098,0.3402,0.87085,1.3616,2.5315,-0.8611,0.5707,-0.69607,0.4329
-1.2021,-0.04546,-0.53598,0.50206,1,0.40922,-1.2145,0.56833,1.7359,-0.56836,-0.32031,0.14831,1.2918,-0.64413,-0.23684,0.79856,0.94842,2.0383,1.1771,0.4609,-0.93355,-0.071511,1.0926,0.63341,-0.50625,0.70492
-0.91987,0.63249,0.91082,-0.36874,1,0.44042,-1.1635,0.26753,1.2076,1.1088,-1.1359,0.38631,1.3813,-2.2884,-0.83751,-2.0153,-1.4503,-1.109,-0.80771,0.48319,0.21652,0.16751,-2.1731,-0.61757,0.073047,-0.76093
0.74959,0.37431,-0.36744,-0.22261,1,2.7883,0.25632,0.90207,-0.37084,-0.12365,-1.2347,1.3237,0.45936,-1.4693,-0.78008,0.25505,0.085192,-0.63518,1.161,-0.28789,0.54587,1.9819,-0.84334,0.7931,0.2547,-0.31588
0.014701,-0.076785,1.1174,-0.32067,1,-1.5724,0.25723,0.7503,0.16347,-0.26951,0.59183,-0.4814,0.43914,0.95668,0.26138,-0.36509,1.0021,-0.67135,-0.3177,-0.40463,1.7861,-0.38434,2.2202,-1.0077,-0.55266,1.693
1.8322,1.3677,-0.11948,-1.1243,1,0.088295,0.38225,-0.69197,0.97834,0.16755,0.21431,1.2477,1.1446,-0.51528,0.67785,-0.47068,-1.3903,-0.34798,1.4193,0.73385,0.40796,1.0493,-0.33022,-1.1962,0.27751,-0.18422
-1.0878,0.069506,-0.38757,-0.81168,1,-1.461,1.6616,0.20424,0.094164,0.068315,-0.93519,-0.33136,-0.81562,-1.1326,0.33787,0.65053,-0.12465,-0.89036,0.65402,1.1151,-0.25086,0.47349,-1.0093,-0.15519,-0.26278,1.4867
-0.38526,1.4121,-1.6145,-0.027925,1,1.6876,-0.80012,-0.71332,-1.7452,1.2729,1.4054,1.4426,-0.026339,0.11831,-0.59043,1.1617,-0.34762,0.11869,1.5816,0.26796,-1.3539,-1.8781,-0.95711,1.5879,-0.8612,1.8181
